,movieId,TITLE,TMDB_SCORE,IMDB_SCORE,TOTAL_RATINGS,FEATURED CREW,TOP BILLED CAST,ORIGINAL LANGUAGE,RUN TIME,GENRE,BUDGET,REVENUE
2506,3120,The Distinguished Gentleman,57,5.9,"13,269","[(Marty Kaplan, 65021, Screenplay), (Jonathan Lynn, 21217, Director)]","[(Eddie Murphy, 776, Thomas Jefferson Johnson), (Lane Smith, 65019, Dick Dodge), (Sheryl Lee Ralph, 33613, Miss Loretta Hicks), (Joe Don Baker, 10671, Olaf Andersen), (Victoria Rowell, 65020, Celia Kirby)]",English,1h52m,[Comedy],"$50,000,000 ","$46,434,570.00 "
2507,3121,The Hitch-Hiker,67,7,"4,844","[(Ida Lupino, 46617, Director, Screenplay), (Collier Young, 96246, Screenplay)]","[(Edmond O'Brien, 8254, Roy Collins), (Frank Lovejoy, 81179, Gilbert Bowen), (William Talman, 89581, Emmett Myers), (JosÃ© Torvay, 30307, Captain Alvarado (as Jose Torvay)), (Sam Hayes, 126549, Radio Broadcaster)]",English,1h11m,"[Crime, Thriller]",-,-
2508,3122,Santa Fe Trail,36,6.3,"2,552","[(Robert Buckner, 20371, Screenplay), (Michael Curtiz, 4109, Director)]","[(Errol Flynn, 8724, Jeb Stuart), (Olivia de Havilland, 8725, Kit Carson Holliday), (Alan Hale, 8729, Tex Bell), (Ronald Reagan, 18802, George Custer), (John Litel, 16766, Martin)]",English,1h50m,"[Action, Western]","$1,000,000 ",-
2509,3125,The End of the Affair,67,7.2,"18,867","[(Neil Jordan, 17016, Director, Screenplay), (Graham Greene, 15379, Novel)]","[(Ralph Fiennes, 5469, Maurice Bendrix), (Stephen Rea, 9029, Henry Miles), (Julianne Moore, 1231, Sarah Miles), (James Bolam, 79357, Mr. Savage), (Ian Hart, 10985, Mr. Parkis)]",English,1h42m,[Drama],"$23,000,000.00 ","$10,827,816.00 "
2510,3127,Holy Smoke!,54,5.9,"12,759","[(Jane Campion, 10757, Director, Screenplay), (Anna Campion, 75474, Screenplay)]","[(Kate Winslet, 204, Ruth Barron), (Harvey Keitel, 1037, PJ Waters), (Julie Hamilton, 75468, Mum), (Sophie Lee, 3053, Yvonne), (Daniel Wyllie, 3062, Robbie)]",English,1h55m,"[Comedy, Drama]",-,"$1,758,780,"
2511,3128,A Map of the World,64,6.7,"3,669","[(Jane Hamilton, 161818, Novel), (Scott Elliott, 161784, Director), (Polly Platt, 21067, Screenplay), (Peter Hedges, 3290, Screenplay)]","[(Sigourney Weaver, 10205, Alice Goodwin), (David Strathairn, 11064, Howard Goodwin), (Julianne Moore, 1231, Theresa Collins), (ChloÃ« Sevigny, 2838, Carole Mackessy), (Sara Rue, 10131, Debbie)]",English,2h5m,[Drama],-,"$544,538,"
2512,3129,Sweet and Lowdown,68,7.3,"29,275","[(Woody Allen, 1243, Director, Screenplay)]","[(Woody Allen, 1243, Himself), (Ben Duncan (DJ), 1877540, Himself), (Daniel Okrent, 58520, A.J. Pickman), (Dan Moran, 28040, Boss), (Tony Darrow, 11482, Ben)]",English,1h35m,"[Comedy, Drama]","$29,750,000 ","$4,196,621,"
2513,3130,The Bonfire of the Vanities,53,5.5,"19,010","[(Tom Wolfe, 57949, Novel), (Michael Cristofer, 21136, Screenplay), (Brian De Palma, 1150, Director)]","[(Tom Hanks, 31, Sherman McCoy), (Bruce Willis, 62, Peter Fallow), (Melanie Griffith, 29369, Maria Ruskin), (Kim Cattrall, 2109, Judy McCoy), (Saul Rubinek, 3712, Jed Kramer)]",English,2h5m,"[Comedy, Drama]","$47,000,000.00 ","$15,691,192.00 "
2514,3133,Go West,68,7.3,"2,843","[(Buster Keaton, 8635, Director, Story), (Lex Neal, 144015, Story)]","[(Buster Keaton, 8635, Friendless), (Howard Truesdale, 144016, Owner of the Diamond Bar Ranch), (Kathleen Myers, 144017, His Daughter), (Ray Thompson, 144018, The Foreman), (Brown Eyes, 1364095, Herself)]",English,1h9m,"[Comedy, Western]",-,-
2515,3134,Grand Illusion,75,8.1,"28,985","[(Jean Renoir, 11528, Director, Screenplay)]","[(Jean Gabin, 11544, Lt. MarÃ©chal), (Dita Parlo, 11545, Elsa), (Pierre Fresnay, 11546, Capt. de Boeldieu), (Erich von Stroheim, 8630, Capt. von Rauffenstein), (Georges PÃ©clet, 11548, Le serrurier)]",French,1h54m,"[Drama, History, War]",-,"$172,885,"
2516,3135,The Great Santini,69,7.2,"4,900","[(Lewis John Carlino, 84657, Director, Screenplay)]","[(Robert Duvall, 3087, Lt. Col. 'Bull' Meechum), (Blythe Danner, 10401, Lillian Meechum), (Michael O'Keefe, 38085, Ben Meechum), (Lisa Jane Persky, 9259, Mary Anne Meechum), (Julie Anne Haddock, 100208, Karen Meechum)]",English,1h55m,[Drama],-,"$4,702,575,"
2517,3136,The James Dean Story,62,6.3,452,"[(George W. George, 44623, Director), (Robert Altman, 9789, Director), (Stewart Stern, 2768, Screenplay)]","[(Martin Gabel, 6931, Narrator), (James Dean, 2749, himself), (Lew Bracker, 44625, himself), (Marvin Carter, 44626, himself), (Patsy D'Amore, 44627, himself)]",English,1h21m,[Documentary],"$35,000 ",-
2518,3138,Stealing Home,59,6.8,"3,644","[(William Porter, 1120414, Director, Writer), (Steven Kampmann, 95653, Director, Writer)]","[(Jodie Foster, 1038, Katie Chandler), (Mark Harmon, 19728, Billy Wyatt), (Harold Ramis, 1524, Alan Appleby), (Jonathan Silverman, 55265, Teenage Alan Appleby), (William McNamara, 18687, Teenage Billy Wyatt)]",English,1h38m,"[Drama, Romance]",-,"$7,467,504.00 "
2519,3140,Three Ages,72,7.1,"3,200","[(Buster Keaton, 8635, Director, Writer), (Edward F. Cline, 13953, Director), (Joseph A. Mitchell, 10519, Story), (Jean C. Havez, 10518, Story), (Clyde Bruckman, 10517, Story)]","[(Buster Keaton, 8635, The Boy), (Margaret Leahy, 144005, The Girl), (Wallace Beery, 29260, The Villain), (Joe Roberts, 10525, The Girl's Father), (Lillian Lawrence, 144006, The Girl's Mother)]",English,1h3m,"[Drama, Comedy]",-,-
2520,3141,The Two Jakes,62,6.1,"9,176","[(Robert Towne, 11057, Writer), (Jack Nicholson, 514, Director)]","[(Jack Nicholson, 514, J.J. ""Jake"" Gittes), (Harvey Keitel, 1037, Julius ""Jake"" Berman), (Meg Tilly, 39117, Kitty Berman), (Madeleine Stowe, 289, Lillian Bodine), (RubÃ©n Blades, 2049, Michael 'Mickey Nice' Weisskopf)]",English,2h18m,"[Crime, Drama, Mystery]","$19,000,000.00 ","$10,000,000.00 "
2521,3142,U2: Rattle and Hum,63,7.5,"5,270","[(Phil Joanou, 18500, Director)]","[(Bono, 33684, Bono), (The Edge, 82426, The Edge), ( Larry Mullen Jr., 82428, Larry Mullen Jr.), (Adam Clayton, 82427, Adam Clayton)]",English,1h38m,"[Documentary, Music]",-,"$8,600,823 "
2522,3143,Hell in the Pacific,68,7.4,"6,484","[(Reuben Bercovitch, 136508, Story), (Eric Bercovici, 80610, Screenplay), (Alexander Jacobs, 66918, Screenplay), (John Boorman, 19665, Director)]","[(Lee Marvin, 18391, American Pilot), (ToshirÅç Mifune, 7450, Captain Tsuruhiko Kuroda)]",English,1h43m,"[Drama, War]","$4,150,000 ","$3,230,000,"
2523,3144,The Glass Bottom Boat,48,6.5,"3,401","[(Everett Freeman, 101887, Writer), (Frank Tashlin, 47399, Director)]","[(Doris Day, 8237, Jennifer Nelson), (Rod Taylor, 8229, Bruce Templeton), (Arthur Godfrey, 111191, Axel Nordstrom), (John McGiver, 1943, Ralph Goodwin), (Paul Lynde, 40209, Homer Cripps)]",English,1h50m,"[Comedy, Romance]",-,"$9,200,000,"
2524,3145,Cradle Will Rock,71,6.9,"8,267","[(Tim Robbins, 504, Director, Writer)]","[(Hank Azaria, 5587, Marc Blitzsetin), (RubÃ©n Blades, 2049, Diego Rivera), (Joan Cusack, 3234, Hazel Huffman), (John Cusack, 3036, Nelson Rockefeller), (Bill Murray, 1532, Tommy Crickshaw)]",English,2h12m,[Drama],"$32,000,000 ","$2,899,970,"
2525,3146,Deuce Bigalow: Male Gigolo,54,5.7,"63,227","[(Mike Mitchell, 64151, Director), (Rob Schneider, 60949, Screenplay)]","[(Rob Schneider, 60949, Deuce Bigalow), (William Forsythe, 4520, Det. Chuck Fowler), (Eddie Griffin, 62842, Tiberius Jefferson ""T.J."" Hicks), (Arija Bareikis, 33432, Kate), (Oded Fehr, 18041, Antoine Laconte)]",English,1h28m,[Comedy],"$17,000,000.00 ","$65,535,067.00 "
2526,3147,The Green Mile,83,8.5,"893,115","[(Frank Darabont, 4027, Director, Screenplay), (Stephen King, 3027, Novel)]","[(Tom Hanks, 31, Paul Edgecomb), (Michael Clarke Duncan, 61981, John Coffey), (David Morse, 52, Brutus ""Brutal"" Howell), (Bonnie Hunt, 5149, Jan Edgecomb), (James Cromwell, 2505, Warden Hal Moores)]",English,3h9m,"[Fantasy, Drama, Crime]","$60,000,000.00 ","$284,600,000.00 "
2527,3148,The Cider House Rules,69,7.4,"83,782","[(John Irving, 18776, Novel, Screenplay), (Lasse HallstrÃ¶m, 5306, Director)]","[(Tobey Maguire, 2219, Homer Wells), (Charlize Theron, 6885, Candy Kendall), (Delroy Lindo, 18792, Arthur Rose), (Paul Rudd, 22226, Lt. Wally Worthington), (Michael Caine, 3895, Dr. Wilbur Larch)]",English,2h6m,[Drama],"$24,000,000.00 ","$88,545,092.00 "
2528,3150,The War Zone,73,7.4,"8,507","[(Alexander Stuart, 1332909, Novel, Writer), (Tim Roth, 3129, Director)]","[(Ray Winstone, 5538, Dad), (Tilda Swinton, 3063, Mum), (Lara Belmont, 24239, Jessie), (Colin Farrell, 72466, Nick), (Freddie Cunliffe, 128598, Tom)]",English,1h38m,[Drama],-,"$254,441,"
2529,3152,The Last Picture Show,77,8.1,"34,515","[(Peter Bogdanovich, 39012, Director, Screenplay), (Larry McMurtry, 1807, Novel, Screenplay)]","[(Timothy Bottoms, 19207, Sonny Crawford), (Jeff Bridges, 1229, Duane Jackson), (Cybill Shepherd, 1036, Jacy Farrow), (Ben Johnson, 8258, Sam the Lion), (Cloris Leachman, 9599, Ruth Popper)]",English,1h58m,[Drama],"$1,300,000.00 ","$29,133,000.00 "
2530,3153,The 7th Voyage of Sinbad,68,7.2,"9,421","[(Ken Kolb, 95323, Writer), (Ray Harryhausen, 66758, Story), (Nathan H. Juran, 44878, Director)]","[(Kerwin Mathews, 91638, Sinbad), (Kathryn Grant, 861, Princess Parisa), (Torin Thatcher, 10925, Sokurah the Magician), (Richard Eyer, 83315, Barani the Genie), (Alec Mango, 94271, Caliph)]",English,1h28m,"[Action, Adventure, Family, Fantasy]","$650,000.00 ",-
2531,3155,Anna and the King,66,6.7,"32,685","[(Anna Leonowens, 17168, Novel), (Peter Krikes, 2020, Screenplay), (Andy Tennant, 17167, Director), (Steve Meerson, 2019, Screenplay)]","[(Jodie Foster, 1038, Anna Leonowens), (Chow Yun-fat, 1619, King Mongkut), (Bai Ling, 39126, Tuptim), (Tom Felton, 10993, Louis Leonowens), (Geoffrey Palmer, 10746, Lord John Bradley)]",English,2h28m,"[Drama, History, Romance]","$75,000,000.00 ","$74,733,517 "
2532,3156,Bicentennial Man,70,6.8,"95,795","[(Nicholas Kazan, 20213, Screenplay), (Chris Columbus, 10965, Director)]","[(Robin Williams, 2157, Andrew Martin), (Sam Neill, 4783, Richard Martin), (Embeth Davidtz, 6368, Little Miss), (Oliver Platt, 17485, Rupert Burns), (Kiersten Warren, 23504, Galatea)]",English,2h11m,"[Comedy, Science Fiction]","$100,000,000.00 ","$93,700,000.00 "
2533,3157,Stuart Little,58,5.9,"104,866","[(Greg Brooker, 63952, Screenplay), (Rob Minkoff, 18898, Director), (M. Night Shyamalan, 11614, Screenplay)]","[(Michael J. Fox, 521, Stuart Little (voice)), (Geena Davis, 16935, Mrs. Eleanor Little), (Hugh Laurie, 41419, Mr. Fredrick Little), (Jonathan Lipnicki, 67778, George Little), (Nathan Lane, 78729, Snowbell (voice))]",English,1h24m,"[Animation, Fantasy, Family, Comedy]","$133,000,000.00 ","$300,135,367.00 "
2534,3158,The Emperor and the Assassin,74,7.3,"5,455","[(Chen Kaige, 20640, Director), (Han Sanping, 20638, Screenplay)]","[(Gong Li, 643, Lady Zhao), (Zhang Fengyi, 65277, Jing Ke), (Sun Zhou, 65278, Dan, Prince of Yan), (Xiaohe LÃ_, 65279, General Fan Yuqi), (Wang Zhi-Wen, 109435, Marquis Changxin)]",Mandarin,2h42m,"[Drama, History]",-,"$1,328,435,"
2535,3159,Fantasia 2000,70,7.2,"29,963","[(Pixote Hunt, 74299, Director), (Paul Brizzi, 56147, Director), (GaÃ«tan Brizzi, 56146, Director), (Francis Glebas, 74298, Director), (Hendel Butoy, 74297, Director), (Eric Goldberg, 65531, Director), (Don Hahn, 12824, Director), (James Algar, 5690, Director)]","[(Steve Martin, 67773, Himself - Introductory Host), (Itzhak Perlman, 166002, Himself - Host), (Quincy Jones, 13301, Himself - Host), (Bette Midler, 73931, Herself - Host), (James Earl Jones, 15152, Himself - Host)]",English,1h14m,"[Animation, Family, Music]","$80,000,000.00 ","$90,874,570.00 "
2536,3160,Magnolia,75,8,"255,633","[(Paul Thomas Anderson, 4762, Director, Screenplay)]","[(Julianne Moore, 1231, Linda Partridge), (William H. Macy, 3905, Donnie Smith), (John C. Reilly, 4764, Jim Kurring), (Tom Cruise, 500, Frank T.J. Mackey), (Philip Baker Hall, 4492, Jimmy Gator)]",English,3h8m,[Drama],"$37,000,000.00 ","$48,451,803.00 "
2537,3161,Onegin,56,6.9,"6,669","[(Michael Ignatieff, 105863, Screenplay), (Martha Fiennes, 96854, Director)]","[(Ralph Fiennes, 5469, Onegin), (Liv Tyler, 882, Tatyana), (Toby Stephens, 10881, Lensky), (Lena Headey, 17286, Olga), (Martin Donovan, 42993, Prince Nikitin)]",English,1h44m,"[Drama, Romance]","$14,000,000.00 ","$206,128.00 "
2538,3163,Topsy-Turvy,66,7.4,"10,529","[(Mike Leigh, 65452, Director, Writer)]","[(Allan Corduner, 78018, Sir Arthur Sullivan), (Jim Broadbent, 388, W. S. Gilbert), (Timothy Spall, 9191, Richard Temple (The Mikado)), (Dexter Fletcher, 974, Louis), (Shirley Henderson, 1834, Leonora Braham (Yum-Yum))]",English,2h40m,"[Comedy, Drama, Music]","Â£10,000,000","$6,201,757,"
2539,3165,Boiling Point,46,4.9,"4,866","[(James B. Harris, 3349, Director, Screenplay), (Gerald Petievich, 47641, Novel)]","[(Wesley Snipes, 10814, Jimmy Mercer), (Dennis Hopper, 2778, Rudolph 'Red' Diamond), (Lolita Davidovich, 12139, Vikki Dunbar), (Viggo Mortensen, 110, Ronnie), (Seymour Cassel, 5950, Virgil Leach)]",English,1h32m,"[Drama, Action, Adventure, Crime, Thriller]","$9,000,000.00 ","$10,000,000.00 "
2540,3166,Brenda Starr,51,4.7,863,"[(James D. Buchanan, 1230781, Story, Writer), (Jenny Wolkind, 138018, Writer), (Noreen Stone, 138017, Writer), (Noreen Stone, 138015, Story), (Dale Messick, 138019, Characters), (Robert Ellis Miller, 88458, Director)]","[(Brooke Shields, 15110, Brenda Starr), (Timothy Dalton, 10669, Basil St. John), (Tony Peck, 138020, Mike Randall), (Diana Scarwid, 2958, Libby 'Lips' Lipscomb), (Nestor Serrano, 14331, Jose)]",English,1h33m,"[Adventure, Fantasy]","$16,000,000 ","$67,878 "
2541,3167,Carnal Knowledge,67,7,"9,285","[(Jules Feiffer, 69051, Screenplay), (Mike Nichols, 5342, Director)]","[(Jack Nicholson, 514, Jonathan), (Candice Bergen, 11850, Susan), (Art Garfunkel, 64928, Sandy), (Ann-Margret, 13567, Bobbie), (Rita Moreno, 13299, Louise)]",English,1h38m,[Drama],-,"$28,623,900.00 "
2542,3168,Easy Rider,71,7.4,"81,683","[(Dennis Hopper, 2778, Director, Screenplay), (Terry Southern, 8950, Screenplay), (Peter Fonda, 8949, Screenplay)]","[(Peter Fonda, 8949, Wyatt), (Dennis Hopper, 2778, Billy), (Antonio Mendoza, 8960, Jesus), (Phil Spector, 8961, Connection), (Jack Nicholson, 514, George Hanson)]",English,1h35m,"[Adventure, Drama]","$360,000.00 ","$60,000,000,"
2543,3169,The Falcon and the Snowman,65,6.8,"8,984","[(Robert Lindsey, 95688, Novel), (John Schlesinger, 19304, Director), (Steven Zaillian, 2260, Screenplay)]","[(Timothy Hutton, 16327, Christopher Boyce), (Sean Penn, 2228, Daulton Lee), (Pat Hingle, 3798, Mr. Charlie Boyce), (Joyce Van Patten, 14108, Mrs. Boyce), (Rob Reed, 1280308, Boyce Child)]",English,2h12m,"[Thriller, Drama, Crime]","$12,000,000 ","$17,100,000 "
2544,3171,Room at the Top,62,7.7,"4,064","[(John Braine, 1248689, Novel), (Mordecai Richler, 137476, Writer), (Neil Paterson, 589598, Screenplay), (Jack Clayton, 25630, Director)]","[(Simone Signoret, 12266, Alice Aisgill), (Laurence Harvey, 14729, Joe Lampton), (Heather Sears, 97571, Susan Brown), (Donald Wolfit, 14372, Mr. Brown), (Donald Houston, 38358, Charles Soames)]",English,1h55m,"[Romance, Drama]","Â£280,000","$2,400,000,"
2545,3173,Any Given Sunday,68,6.8,"102,370","[(Oliver Stone, 1152, Director, Screenplay), (John Logan, 932, Screenplay)]","[(Al Pacino, 1158, Tony D'Amato), (Cameron Diaz, 6941, Christina Pagniacci), (Dennis Quaid, 6065, Jack 'Cap' Rooney), (James Woods, 4512, Dr. Harvey Mandrake), (Jamie Foxx, 134, Willie Beamen)]",English,2h43m,[Drama],"$55,000,000.00 ","$100,230,832.00 "
2546,3174,Man on the Moon,69,7.4,"108,264","[(Larry Karaszewski, 7131, Screenplay), (Scott Alexander, 7130, Screenplay), (MiloÅ¡ Forman, 3974, Director)]","[(Jim Carrey, 206, Andy Kaufman/Tony Clifton), (Courtney Love, 7621, Lynne Margulies), (Bob Zmuda, 25336, Jack Burns), (Danny DeVito, 518, George Shapiro), (Gerry Becker, 19468, Stanley Kaufman)]",English,1h58m,"[Comedy, Drama, History]","$82,000,000.00 ","$47,434,430.00 "
2547,3175,Galaxy Quest,69,7.3,"131,059","[(David Howard, 15003, Screenplay), (Robert Gordon, 41386, Screenplay), (Dean Parisot, 15002, Director)]","[(Tim Allen, 12898, Jason Nesmith), (Sigourney Weaver, 10205, Gwen DeMarco), (Alan Rickman, 4566, Alexander Dane), (Tony Shalhoub, 4252, Fred Kwan), (Sam Rockwell, 6807, Guy Fleegman)]",English,1h42m,"[Comedy, Family, Science Fiction]","$45,000,000.00 ","$90,683,916.00 "
2548,3176,The Talented Mr. Ripley,71,7.3,"150,078","[(Anthony Minghella, 2239, Director, Screenplay), (Patricia Highsmith, 12491, Novel)]","[(Matt Damon, 1892, Tom Ripley), (Gwyneth Paltrow, 12052, Marge Sherwood), (Jude Law, 9642, Dickie Greenleaf), (Cate Blanchett, 112, Meredith Logue), (Philip Seymour Hoffman, 1233, Freddie Miles)]",English,2h19m,"[Thriller, Crime, Drama]","$40,000,000.00 ","$128,798,265.00 "
2549,3177,Next Friday,65,6.1,"30,580","[(Ice Cube, 9778, Characters, Writer), (DJ Pooh, 65134, Characters), (Steve Carr, 52112, Director)]","[(Ice Cube, 9778, Craig Jones), (Mike Epps, 51944, Day-Day), (Justin Pierce, 57389, Roach), (John Witherspoon, 56902, Mr. Jones), (Don Curry, 65132, Uncle Elroy)]",English,1h38m,[Comedy],"$11,000,000.00 ","$59,827,328.00 "
2550,3178,The Hurricane,73,7.6,"81,692","[(Rubin 'Hurricane' Carter, 65013, Novel), (Dan Gordon, 54972, Screenplay), (Armyan Bernstein, 41587, Screenplay), (Norman Jewison, 13563, Director)]","[(Denzel Washington, 5292, Rubin ""Hurricane"" Carter), (Vicellous Reon Shannon, 25868, Lesra Martin), (Deborah Kara Unger, 13549, Lisa Peters), (Liev Schreiber, 23626, Sam Chaiton), (John Hannah, 10727, Terry)]",English,2h26m,[Drama],"$50,000,000.00 ","$73,956,241.00 "
2551,3179,Angela's Ashes,69,7.3,"18,056","[(Laura Jones, 65035, Screenplay), (Frank McCourt, 65033, Novel), (Alan Parker, 9168, Director)]","[(Emily Watson, 1639, Angela McCourt), (Robert Carlyle, 18023, Malachy McCourt), (Joe Breen, 65030, Young Frank), (Michael Legge, 65031, Older Frank), (Ciaran Owens, 65032, Middle Frank)]",English,2h25m,[Drama],$25.00 ,$13.00 
2552,3180,Play It to the Bone,57,5.4,"10,598","[(Ron Shelton, 4037, Director, Writer)]","[(Antonio Banderas, 3131, Cesar Dominguez), (Woody Harrelson, 57755, Vince Boudreau), (Lolita Davidovich, 12139, Grace Pasic), (Tom Sizemore, 3197, Joe Domino), (Lucy Liu, 140, Lia)]",English,2h4m,"[Comedy, Drama]","$24,000,000.00 ","$8,434,146.00 "
2553,3181,Titus,65,7.2,"18,144","[(Julie Taymor, 16391, Director, Screenplay), (William Shakespeare, 6210, Writer)]","[(Anthony Hopkins, 4173, Titus Andronicus), (Jessica Lange, 4431, Tamora), (Jonathan Rhys Meyers, 1244, Chiron), (Matthew Rhys, 29528, Demetrius), (Osheen Jones, 1010073, Young Lucius)]",English,2h42m,"[Drama, History, Thriller]",-,"$2,007,290,"
2554,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",63,7.5,"4,970","[(Errol Morris, 18533, Director)]","[(Fred A. Leuchter Jr., 557139, Himself (as Fred Leuchter)), (Robert Jan Van Pelt, 557140, Himself), (David Irving, 557141, Himself), (Caroline Leuchter, 557143, Herself (voice))]",English,1h31m,[Documentary],-,"$507,941.00 "
2555,3183,The Third Miracle,61,6.6,"2,929","[(John Romano, 1217611, Writer), (Richard Vetere, 90385, Writer), (Agnieszka Holland, 1128, Director)]","[(Ed Harris, 228, Frank Shore), (Anne Heche, 8256, Roxanne), (Armin Mueller-Stahl, 12647, Erzbischof Werner), (Charles Haid, 69791, ), (Ken James, 1226313, )]",English,1h59m,[Drama],-,"$736,592,"
2556,3185,Snow Falling on Cedars,61,6.8,"12,761","[(Scott Hicks, 33433, Director, Screenplay), (David Guterson, 64711, Novel), (Ronald Bass, 5144, Screenplay)]","[(Ethan Hawke, 569, Ishmael Chambers), (Youki Kudoh, 16145, Hatsue Imada Miyamoto), (Reeve Carney, 64710, Young Ishmael Chambers), (Anne Suzuki, 43662, Young Hatsue Imada), (Rick Yune, 10883, Kazuo Miyamoto)]",English,2h7m,"[Drama, Romance]","$35,000,000 ","$14,378,353,"
2557,3186,"Girl, Interrupted",76,7.4,"136,925","[(James Mangold, 366, Director, Screenplay), (Anna Hamilton Phelan, 32795, Screenplay), (Lisa Loomer, 32794, Screenplay), (Susanna Kaysen, 32793, Novel)]","[(Winona Ryder, 1920, Susanna Kaysen), (Angelina Jolie, 11701, Lisa Rowe), (Clea DuVall, 20387, Georgina Tuskin), (Brittany Murphy, 328, Daisy Randone), (Elisabeth Moss, 32798, Polly Clark)]",English,2h7m,[Drama],"$40,000,000.00 ","$48,350,205.00 "
2558,3188,The Life and Times of Hank Greenberg,50,7.6,728,"[(Aviva Kempner, 1455472, Director)]",[],English,1h30m,"[Documentary, Family]",-,"$1,703,901,"
2559,3189,My Dog Skip,64,7,"17,521","[(Willie Morris, 1461716, Novel), (Gail Gilchriest, 296686, Screenplay), (Jay Russell, 46297, Director)]","[(Frankie Muniz, 51391, Willie Morris), (Diane Lane, 2882, Ellen Morris), (Kevin Bacon, 4724, Jack Morris), (Luke Wilson, 36422, Dink Jenkins), (Chaon Cross, 1375346, Spectator)]",English,1h35m,"[Comedy, Drama, Family]","$7,000,000.00 ","$34,099,640,"
2560,3190,Supernova,48,4.8,"15,445","[(Daniel Chuba, 65327, Screenplay), (Jack Sholder, 62020, Director), (Walter Hill, 1723, Director)]","[(James Spader, 13548, Nick Vanzant), (Angela Bassett, 9780, Dr. Kaela Evers), (Robert Forster, 5694, A.J. Marley), (Lou Diamond Phillips, 38560, Yerzy Penalosa), (Peter Facinelli, 56857, Karl Larson)]",English,1h31m,"[Horror, Science Fiction, Thriller]","$90,000,000.00 ","$14,828,081.00 "
2561,3192,The Terrorist,79,7.2,"1,809","[(Santosh Sivan, 37236, Director)]","[(Ayesha Dharker, 33191, Malli), (K. Krishna, 1167095, Lover), (Vishwas, 1167096, Lotus), (Sonu Sisupal, 1167097, Leader)]",English,1h35m,[Drama],"$24,554.00 ","$140,021.00 "
2562,3194,The Way We Were,71,7.1,"18,160","[(Arthur Laurents, 17665, Screenplay), (Sydney Pollack, 2226, Director)]","[(Barbra Streisand, 10400, Katie Morosky), (Robert Redford, 4135, Hubbell Gardner), (Bradford Dillman, 18647, J.J.), (Lois Chiles, 10475, Carol Ann), (Patrick O'Neal, 54123, George Bissinger)]",English,1h58m,"[Drama, Romance]",-,"$45,000,000.00 "
2563,3196,Stalag 17,77,8,"45,558","[(Billy Wilder, 3146, Director, Screenplay, Writer), (Edwin Blum, 9100, Writer)]","[(William Holden, 8252, Sgt. J.J. Sefton), (Don Taylor, 9108, Lt. James Dunbar), (Otto Preminger, 834, Oberst von Scherbach), (Robert Strauss, 7347, Sgt. Stanislaus 'Animal' Kuzawa), (Harvey Lembeck, 9109, Sgt. Harry Shapiro)]",English,2h0m,"[Comedy, Drama, War]","$1,661,530.00 ","$10,000,000,"
2564,3197,The Presidio,57,6,"13,988","[(Peter Hyams, 37710, Director), (Larry Ferguson, 912, Screenplay)]","[(Sean Connery, 738, Lt. Col. Alan Caldwell), (Mark Harmon, 19728, Jay Austin), (Meg Ryan, 5344, Donna Caldwell), (Jack Warden, 5251, Sgt. Maj. Ross Maclure), (Jenette Goldstein, 3981, Patti Jean Lynch)]",English,1h37m,"[Action, Adventure, Crime, Drama, Mystery, Thriller]",-,"$20,324,096.00 "
2565,3198,Papillon,78,8,"103,758","[(Lorenzo Semple Jr., 10931, Screenplay), (Franklin J. Schaffner, 13265, Director), (Dalton Trumbo, 11993, Screenplay)]","[(Steve McQueen, 13565, Henri ""Papillon"" Charriere), (Dustin Hoffman, 4483, Louis Dega), (Victor Jory, 15666, Indian Chief), (Don Gordon, 14062, Julot), (Anthony Zerbe, 2516, Toussaint)]",English,2h31m,"[Crime, Drama]","$12,000,000.00 ","$53,267,000.00 "
2566,3199,Pal Joey,61,6.8,"3,817","[(Dorothy Kingsley, 31069, Screenplay), (George Sidney, 21506, Director)]","[(Frank Sinatra, 4347, Joey Evans), (Kim Novak, 5729, Linda English), (Rita Hayworth, 33741, Vera Simpson), (Barbara Nichols, 14575, Gladys), (Bobby Sherwood, 1247011, Ned Galvin)]",English,1h51m,"[Comedy, Music, Romance]",-,-
2567,3200,The Last Detail,72,7.6,"18,062","[(Darryl Ponicsan, 66113, Novel), (Robert Towne, 11057, Screenplay), (Hal Ashby, 4964, Director)]","[(Jack Nicholson, 514, SM1 Billy 'Bad Ass' Buddusky), (Otis Young, 77483, GM1 'Mule' Mulhall), (Randy Quaid, 1811, Seaman Larry Meadows), (Clifton James, 10224, M.A.A.), (Carol Kane, 10556, Young Whore)]",English,1h43m,"[Comedy, Drama]","$2,300,000 ","$10,000,000,"
2568,3201,Five Easy Pieces,72,7.5,"27,915","[(Carole Eastman, 95782, Screenplay, Story), (Bob Rafelson, 19450, Director, Story)]","[(Jack Nicholson, 514, Robert Eroica Dupea), (Susan Anspach, 95788, Catherine Van Oost), (Karen Black, 8963, Rayette Dipesto), (Billy Green Bush, 35090, Elton), (William Challee, 115086, Nicholas Dupea)]",English,1h38m,[Drama],"$1,600,000 ","$18,099,091,"
